temperature,humidity,rainfall,wind_speed,soil_ph,nitrogen,organic_carbon,clay,sand,silt,cec,season,label
24.81,51.16,68.13,8.44,7.19,64.11,25.0,30.63,40.95,28.42,21.87,Whole Year,Pomegranate
25.97,56.48,114.33,8.26,6.59,67.32,18.2,30.1,44.58,25.32,19.38,Whole Year,Mango
29.43,50.81,91.73,7.96,6.46,71.6,22.3,28.79,46.34,24.87,21.53,Whole Year,Mango
29.29,57.58,103.17,10.34,6.64,68.04,22.33,34.51,36.73,28.76,23.82,Kharif,Maize
22.96,60.02,62.99,10.46,6.82,31.66,14.13,31.72,43.66,24.62,17.75,Kharif,Black Gram Dal(Urd Dal)
25.91,69.15,170.95,9.44,6.96,81.84,18.61,30.61,33.77,35.62,24.06,Kharif,Rice
26.01,54.97,150.01,9.76,6.93,54.76,15.02,38.91,27.76,33.33,36.02,Kharif,Cotton
23.7,63.43,87.1,9.52,7.07,31.6,9.78,31.16,43.44,25.4,16.11,Kharif,Black Gram Dal(Urd Dal)
26.92,71.36,149.2,10.53,6.55,83.62,25.0,27.14,36.19,36.67,24.89,Whole Year,Banana
27.89,70.72,182.18,9.91,6.55,77.19,25.0,29.03,33.07,37.9,28.06,Kharif,Rice
27.35,74.41,181.3,9.74,6.53,83.28,19.65,27.7,37.72,34.58,25.96,Whole Year,Banana
25.48,58.72,72.06,10.34,6.89,40.82,8.6,28.03,44.19,27.78,16.79,Kharif,Black Gram Dal(Urd Dal)
29.1,56.8,138.16,7.3,7.28,67.17,16.48,37.59,32.26,30.15,33.36,Kharif,Cotton
26.55,66.15,100.78,6.77,6.38,67.88,21.22,27.77,47.99,24.24,19.02,Whole Year,Orange
28.71,66.98,75.2,11.2,6.91,38.34,13.44,31.75,43.05,25.2,17.43,Kharif,Black Gram Dal(Urd Dal)
27.64,61.28,154.16,13.6,6.76,87.73,15.61,33.22,43.31,23.47,19.36,Kharif,Maize
25.45,63.7,121.2,10.85,6.91,72.61,20.15,23.88,48.41,27.71,14.44,Whole Year,Orange
27.17,57.91,65.28,12.66,6.97,75.38,25.0,33.86,40.4,25.74,20.16,Whole Year,Pomegranate
29.84,59.68,96.71,11.3,7.18,65.18,25.0,30.43,41.85,27.72,21.89,Whole Year,Pomegranate
22.99,61.75,87.64,6.42,6.23,40.09,11.63,30.57,41.28,28.15,16.21,Rabi,Beans
26.96,41.49,43.47,6.65,6.77,51.45,11.51,20.33,62.37,17.3,14.17,Whole Year,Karbuja(Musk Melon)
28.63,72.64,180.08,9.77,6.76,83.44,25.0,31.67,32.93,35.4,22.52,Kharif,Rice
19.14,59.55,92.82,8.94,6.28,41.63,10.22,25.46,46.71,27.83,14.57,Rabi,Beans
25.48,55.84,110.36,9.18,6.72,60.13,16.86,30.87,45.86,23.27,22.75,Whole Year,Mango
23.92,61.62,83.38,10.17,6.95,77.36,17.09,24.39,47.55,28.06,16.6,Whole Year,Orange
27.37,77.69,194.12,10.84,6.63,89.14,20.69,34.63,36.01,29.36,19.67,Whole Year,Banana
28.33,62.77,141.05,8.72,7.05,65.32,16.77,38.79,29.45,31.76,33.91,Kharif,Cotton
32.6,70.59,162.34,7.84,6.3,82.77,25.0,26.1,48.26,25.64,21.8,Whole Year,Papaya
32.31,46.18,38.99,12.78,6.73,80.22,15.38,18.54,61.61,19.85,14.56,Whole Year,Water Melon
26.91,79.4,162.08,10.42,6.83,82.42,25.0,30.73,32.19,37.08,20.15,Kharif,Rice
30.42,52.94,73.58,10.28,6.73,76.62,22.99,31.51,40.53,27.96,19.7,Whole Year,Mango
28.08,66.09,194.63,8.9,6.86,77.78,25.0,31.62,36.3,32.08,21.23,Whole Year,Banana
30.18,74.61,156.52,10.47,6.4,80.75,17.51,24.5,45.77,29.73,25.82,Whole Year,Papaya
25.6,73.39,185.76,8.86,6.45,87.18,25.0,26.66,37.27,36.07,24.26,Kharif,Rice
25.13,63.71,134.34,11.63,6.2,69.49,12.08,33.9,38.84,27.26,21.04,Kharif,Maize
27.93,63.56,111.39,7.62,7.22,76.71,12.72,34.02,38.98,27.0,16.72,Kharif,Maize
28.06,78.17,200.06,7.44,6.59,75.05,25.0,29.67,38.61,31.72,24.57,Whole Year,Banana
24.27,52.51,78.38,7.76,6.74,58.4,15.79,19.94,52.99,27.07,10.84,Whole Year,Grapes
27.0,66.42,134.75,6.27,6.94,72.83,25.0,25.4,48.01,26.59,17.76,Whole Year,Papaya
25.58,58.99,85.03,12.37,7.05,68.34,23.95,26.35,39.04,34.61,23.11,Whole Year,Pomegranate
30.64,58.15,114.03,10.15,6.32,80.11,21.57,26.82,51.68,21.5,20.24,Whole Year,Mango
28.38,85.83,217.04,7.1,6.85,99.89,25.0,28.14,38.6,33.26,27.18,Whole Year,Banana
23.96,53.1,66.27,8.02,6.85,67.34,13.37,24.49,48.94,26.57,18.23,Whole Year,Grapes
28.75,68.23,133.86,11.37,7.11,55.45,10.34,38.5,28.94,32.56,37.25,Kharif,Cotton
28.23,64.54,75.24,10.66,6.89,30.93,17.35,31.66,39.7,28.64,18.97,Kharif,Black Gram Dal(Urd Dal)
25.31,64.82,120.29,8.09,6.73,73.65,15.93,36.83,35.38,27.79,24.84,Kharif,Maize
28.12,53.56,114.53,10.31,6.8,55.97,25.0,33.05,37.0,29.95,25.22,Whole Year,Pomegranate
26.31,52.58,75.68,12.33,7.08,55.42,13.12,25.83,50.82,23.35,19.31,Whole Year,Grapes
29.07,49.96,88.09,12.43,6.96,75.8,12.88,18.49,63.72,17.79,15.12,Whole Year,Water Melon
32.36,43.64,44.62,8.86,6.87,63.84,10.33,22.03,58.55,19.42,14.43,Whole Year,Karbuja(Musk Melon)
34.64,54.49,69.02,11.43,6.85,84.39,9.39,20.69,61.61,17.7,16.3,Whole Year,Water Melon
30.07,70.89,162.15,8.54,6.73,93.77,18.74,25.93,47.6,26.47,24.98,Whole Year,Papaya
28.46,63.76,104.87,8.58,6.53,71.25,20.79,34.71,38.0,27.29,26.36,Kharif,Maize
28.47,58.68,127.49,9.05,6.65,80.29,19.43,38.28,41.68,20.04,18.25,Kharif,Maize
28.43,56.56,170.56,8.42,6.9,68.38,12.1,39.75,28.09,32.16,30.17,Kharif,Cotton
31.38,56.74,136.92,8.34,6.27,73.08,23.28,30.62,44.47,24.91,16.68,Whole Year,Mango
27.43,55.33,60.71,7.29,6.28,55.33,12.88,26.82,49.4,23.78,18.23,Whole Year,Grapes
26.35,46.64,81.21,8.4,7.07,56.83,14.58,24.54,55.29,20.17,17.23,Whole Year,Grapes
26.95,56.93,92.05,11.83,7.12,69.58,25.0,31.14,39.27,29.59,23.78,Whole Year,Pomegranate
27.74,61.34,85.41,8.57,6.89,40.51,22.11,27.78,43.51,28.71,19.3,Kharif,Black Gram Dal(Urd Dal)
28.73,74.79,136.68,9.18,6.63,77.44,20.27,28.25,52.7,19.05,20.41,Whole Year,Papaya
25.73,76.65,135.5,9.54,6.38,90.55,22.37,23.7,51.73,24.57,17.77,Whole Year,Papaya
24.46,69.49,98.5,7.63,6.9,71.42,17.41,26.07,46.5,27.43,15.52,Whole Year,Orange
27.81,62.59,87.06,9.31,6.48,36.03,8.27,27.82,44.85,27.33,19.25,Kharif,Black Gram Dal(Urd Dal)
26.33,70.2,118.18,8.41,6.39,64.84,18.99,30.1,48.23,21.67,18.54,Whole Year,Orange
35.38,49.25,43.1,10.12,6.74,81.01,16.86,19.63,62.25,18.12,11.81,Whole Year,Water Melon
32.05,58.42,109.35,11.02,6.72,76.08,10.47,34.58,40.59,24.83,21.95,Whole Year,Mango
22.42,67.02,122.24,9.23,6.89,81.3,22.55,34.34,39.43,26.23,16.5,Whole Year,Orange
25.16,57.58,143.79,9.73,6.95,66.09,12.44,40.32,25.19,34.49,32.71,Kharif,Cotton
28.18,76.25,165.59,7.65,6.74,74.18,25.0,28.16,33.98,37.86,22.88,Whole Year,Banana
30.81,52.66,54.56,10.98,6.37,70.31,18.59,21.39,59.9,18.71,13.72,Whole Year,Karbuja(Musk Melon)
32.66,45.69,58.69,9.29,6.96,66.2,15.16,15.86,61.24,22.9,15.24,Whole Year,Water Melon
20.47,55.79,93.16,6.73,6.21,35.49,18.44,27.58,43.63,28.79,16.19,Rabi,Beans
26.83,70.49,148.91,8.57,6.75,85.24,18.8,30.14,46.23,23.63,20.33,Whole Year,Papaya
30.66,76.03,157.93,6.86,6.69,76.19,21.88,25.6,42.08,32.32,27.83,Whole Year,Papaya
28.82,69.91,178.39,10.55,6.51,77.97,21.42,27.03,36.44,36.53,22.89,Whole Year,Banana
31.79,52.78,113.19,10.02,6.73,61.98,19.82,26.5,46.16,27.34,19.63,Whole Year,Mango
32.72,48.91,61.89,13.02,6.98,73.12,17.57,19.71,60.31,19.98,12.69,Whole Year,Water Melon
27.77,69.04,130.5,10.59,7.06,71.61,16.86,30.58,46.48,22.94,17.56,Whole Year,Orange
29.3,75.13,187.08,8.28,6.45,94.56,25.0,30.82,36.62,32.56,22.53,Whole Year,Banana
32.84,72.97,120.37,9.9,6.71,74.41,25.0,28.3,48.96,22.74,19.95,Whole Year,Papaya
24.4,74.74,179.98,13.17,6.81,95.89,22.82,27.99,35.63,36.38,25.07,Kharif,Rice
29.35,60.25,93.05,7.65,6.17,67.13,20.51,33.55,42.27,24.18,15.12,Whole Year,Mango
19.74,59.27,109.35,6.27,6.43,49.34,16.77,25.8,41.28,32.92,17.52,Rabi,Beans
18.14,67.76,95.52,4.98,6.31,39.72,13.98,23.65,47.4,28.95,15.98,Rabi,Beans
27.91,66.8,141.35,9.09,6.84,75.63,14.84,39.18,29.88,30.94,31.62,Kharif,Cotton
32.31,73.66,147.24,10.02,6.73,89.44,25.0,24.1,49.51,26.39,19.82,Whole Year,Papaya
27.15,57.05,117.99,8.21,7.1,77.16,17.06,32.03,43.57,24.4,16.09,Kharif,Maize
27.33,58.92,86.79,8.69,7.37,67.54,25.0,28.86,40.66,30.48,21.05,Whole Year,Pomegranate
29.73,41.35,37.09,11.26,6.77,64.04,11.52,17.53,58.57,23.9,10.28,Whole Year,Karbuja(Musk Melon)
35.77,53.89,62.4,10.45,6.65,87.55,16.88,18.9,60.38,20.72,14.02,Whole Year,Water Melon
17.1,58.04,92.23,6.74,6.48,39.25,13.38,24.9,45.01,30.09,15.87,Rabi,Beans
27.94,59.86,152.78,7.1,6.79,90.68,10.38,38.1,40.07,21.83,21.96,Kharif,Maize
27.65,38.51,59.87,11.15,6.82,82.93,14.79,21.14,60.16,18.7,17.05,Whole Year,Water Melon
24.77,69.64,103.83,9.24,6.68,58.88,16.21,28.73,48.83,22.44,18.63,Whole Year,Orange
32.05,50.34,48.3,12.28,6.63,73.57,20.65,17.67,61.46,20.87,14.12,Whole Year,Water Melon
30.03,57.63,87.19,9.28,6.49,66.65,19.49,33.53,43.59,22.88,12.1,Whole Year,Mango
27.08,63.36,125.12,8.5,7.23,72.95,20.45,31.0,48.56,20.44,19.13,Kharif,Maize
27.57,55.07,131.7,9.03,7.02,62.79,15.18,41.84,30.12,28.04,34.04,Kharif,Cotton
30.67,51.62,66.09,9.27,6.73,68.61,19.87,21.43,61.54,17.03,11.64,Whole Year,Water Melon
25.36,65.9,116.14,6.71,6.7,72.85,18.62,30.02,43.47,26.51,16.15,Whole Year,Orange
29.6,41.19,50.76,10.6,6.73,71.0,12.05,20.75,58.33,20.92,17.5,Whole Year,Karbuja(Musk Melon)
32.15,54.39,92.54,9.04,6.52,85.69,18.04,29.85,47.25,22.9,19.3,Whole Year,Mango
30.8,63.57,129.29,8.91,6.55,81.41,18.26,30.21,44.77,25.02,20.78,Whole Year,Mango
30.19,71.88,137.46,7.89,6.7,89.43,21.51,27.56,45.65,26.79,14.08,Whole Year,Papaya
28.5,50.38,86.69,9.22,6.66,74.13,20.79,33.71,42.31,23.98,16.52,Kharif,Maize
33.43,58.27,117.16,7.76,6.64,78.3,21.72,28.16,45.49,26.35,20.97,Whole Year,Mango
25.76,74.03,134.77,6.63,6.86,73.83,20.02,27.69,49.64,22.67,19.94,Whole Year,Papaya
32.82,47.08,62.67,13.36,6.63,73.65,17.32,16.63,60.73,22.64,8.46,Whole Year,Water Melon
30.32,66.47,150.59,11.37,6.96,74.74,15.85,30.74,43.38,25.88,17.03,Whole Year,Papaya
28.58,71.13,181.93,10.62,6.44,65.83,25.0,25.0,37.66,37.34,24.54,Whole Year,Banana
25.95,72.65,113.4,6.13,6.68,76.82,23.51,29.14,43.27,27.59,16.93,Whole Year,Papaya
28.41,55.28,117.76,10.25,6.43,77.0,19.68,26.72,44.5,28.78,17.25,Whole Year,Mango
27.69,48.56,69.23,9.14,6.79,59.09,19.39,21.62,51.82,26.56,15.52,Whole Year,Grapes
29.48,59.23,84.96,6.38,6.87,36.68,16.66,25.97,46.36,27.67,20.11,Kharif,Black Gram Dal(Urd Dal)
31.75,40.63,64.28,14.57,6.58,69.83,11.62,15.26,61.85,22.89,17.18,Whole Year,Water Melon
24.35,56.34,106.06,6.15,6.65,45.79,15.4,29.55,43.59,26.86,18.57,Rabi,Beans
30.51,57.5,143.57,9.83,6.91,64.62,15.56,38.36,27.97,33.67,32.69,Kharif,Cotton
25.3,61.81,127.34,10.81,6.13,72.58,19.0,26.5,46.85,26.65,18.18,Whole Year,Orange
31.26,69.18,157.63,10.1,6.89,80.85,20.47,25.25,44.36,30.39,18.22,Whole Year,Papaya
28.76,67.54,56.41,8.86,6.97,24.2,11.3,30.01,41.65,28.34,17.39,Kharif,Black Gram Dal(Urd Dal)
26.85,58.49,85.76,9.24,6.91,77.38,25.0,36.17,37.92,25.91,19.99,Whole Year,Pomegranate
23.58,50.09,83.18,12.79,6.78,64.03,12.71,22.94,51.38,25.68,19.05,Whole Year,Grapes
29.48,52.05,42.66,12.62,6.75,70.28,13.47,20.13,59.86,20.01,12.32,Whole Year,Karbuja(Musk Melon)
27.35,71.21,134.12,9.44,6.39,86.75,23.63,29.88,44.34,25.78,21.53,Whole Year,Papaya
27.48,76.18,170.96,9.26,6.4,85.19,23.65,30.51,31.95,37.54,24.19,Kharif,Rice
20.2,61.54,93.22,8.1,5.64,33.81,13.12,20.7,51.77,27.53,18.02,Rabi,Beans
26.86,61.57,136.67,7.79,6.37,81.36,12.95,28.32,44.88,26.8,17.6,Whole Year,Orange
26.92,67.25,91.98,8.28,6.91,38.38,7.29,35.26,42.44,22.3,17.9,Kharif,Black Gram Dal(Urd Dal)
25.23,57.27,92.85,10.97,7.04,62.05,25.0,30.97,40.8,28.23,21.31,Whole Year,Pomegranate
30.64,50.32,128.01,8.78,6.19,63.76,25.0,34.24,46.48,19.28,24.53,Whole Year,Mango
27.95,57.55,160.36,9.49,7.31,55.85,14.1,37.5,28.12,34.38,34.76,Kharif,Cotton
28.18,56.26,82.78,10.85,7.06,72.21,24.1,37.02,39.59,23.39,20.6,Whole Year,Pomegranate
28.26,68.46,94.35,7.75,6.49,79.37,16.9,30.74,47.24,22.02,16.51,Whole Year,Orange
26.86,59.63,124.9,7.9,6.67,73.49,17.22,36.22,44.68,19.1,20.3,Kharif,Maize
25.9,76.1,175.28,10.56,6.63,88.07,23.31,30.09,33.68,36.23,25.47,Kharif,Rice
24.4,57.84,72.1,10.24,6.86,49.09,13.57,25.54,48.63,25.83,17.69,Whole Year,Grapes
28.96,60.65,119.61,8.95,6.39,70.81,17.56,29.92,42.21,27.87,20.6,Whole Year,Mango
31.29,52.11,58.8,12.21,6.33,66.03,9.67,20.2,60.09,19.71,12.16,Whole Year,Karbuja(Musk Melon)
30.13,47.4,52.35,10.99,7.02,67.11,14.84,22.6,62.01,15.39,11.96,Whole Year,Karbuja(Musk Melon)
23.6,54.43,65.67,9.83,7.08,48.03,19.48,27.42,48.99,23.59,19.79,Whole Year,Grapes
28.0,76.82,167.0,6.72,6.49,89.99,25.0,33.36,32.27,34.37,22.52,Whole Year,Banana
25.43,53.72,81.35,10.95,6.87,58.24,17.38,24.19,48.42,27.39,16.01,Whole Year,Grapes
26.96,79.46,173.66,7.25,6.68,81.69,19.94,25.69,37.2,37.11,23.38,Kharif,Rice
22.98,68.7,99.42,7.68,6.62,84.08,18.3,28.71,44.52,26.77,18.65,Whole Year,Orange
26.33,63.14,66.05,6.87,6.55,48.23,9.3,23.08,54.26,22.66,19.88,Whole Year,Grapes
25.02,62.43,94.81,10.98,6.69,66.54,19.37,30.18,42.9,26.92,14.4,Whole Year,Orange
34.86,52.1,61.34,12.92,6.64,78.74,13.77,13.26,65.73,21.01,12.92,Whole Year,Water Melon
28.7,61.93,145.06,9.38,7.25,64.85,11.65,40.35,29.33,30.32,35.59,Kharif,Cotton
27.62,58.03,149.52,8.77,7.19,59.57,13.55,36.53,30.27,33.2,35.36,Kharif,Cotton
32.81,52.71,30.85,9.45,6.85,70.99,10.97,17.9,59.81,22.29,13.61,Whole Year,Water Melon
30.94,63.77,121.11,11.23,6.34,75.62,13.59,29.4,45.83,24.77,16.82,Whole Year,Mango
28.82,62.8,69.22,7.57,6.53,33.21,17.75,31.22,42.64,26.14,14.52,Kharif,Black Gram Dal(Urd Dal)
30.05,47.05,49.23,11.51,6.96,69.3,12.91,20.3,60.44,19.26,12.14,Whole Year,Karbuja(Musk Melon)
26.29,78.06,155.52,8.35,6.42,89.64,19.55,30.0,34.88,35.12,19.98,Whole Year,Banana
27.09,55.36,123.57,9.45,6.31,60.65,13.21,28.45,43.93,27.62,15.66,Whole Year,Mango
32.02,55.54,115.78,8.08,6.65,71.14,15.29,27.0,48.86,24.14,22.68,Whole Year,Mango
24.01,47.69,78.03,10.1,6.74,55.63,15.85,24.21,49.87,25.92,16.37,Whole Year,Grapes
28.75,59.15,104.14,11.69,6.56,59.38,21.58,30.74,43.18,26.08,16.6,Whole Year,Mango
27.08,78.52,154.26,9.22,6.44,84.77,25.0,30.34,35.04,34.62,25.04,Kharif,Rice
23.61,66.47,115.41,10.5,6.65,42.26,11.26,24.87,41.19,33.94,13.88,Rabi,Beans
27.63,65.91,71.05,8.74,6.6,40.21,15.33,32.45,43.14,24.41,19.14,Kharif,Black Gram Dal(Urd Dal)
21.42,60.64,83.78,7.15,6.21,45.52,16.08,20.48,45.46,34.06,18.33,Rabi,Beans
28.48,73.89,163.77,8.15,6.61,86.07,25.0,28.41,36.68,34.91,24.19,Whole Year,Banana
27.23,61.76,94.62,7.94,6.64,69.52,13.21,37.84,37.43,24.73,25.49,Kharif,Maize
24.19,61.48,84.59,12.12,6.49,84.06,16.1,27.97,46.0,26.03,18.4,Whole Year,Orange
31.49,62.28,114.54,11.49,7.18,80.74,25.0,31.25,42.07,26.68,23.26,Whole Year,Pomegranate
27.05,68.31,72.94,9.9,6.43,26.21,11.66,32.64,41.27,26.09,16.89,Kharif,Black Gram Dal(Urd Dal)
21.55,62.01,92.58,6.36,5.96,36.68,10.01,25.2,46.98,27.82,19.86,Rabi,Beans
20.17,57.1,109.74,8.98,6.02,39.52,8.78,28.84,43.95,27.21,21.15,Rabi,Beans
26.94,59.65,119.67,6.86,7.24,86.55,14.02,36.49,41.19,22.32,18.66,Kharif,Maize
25.59,65.59,193.18,10.35,6.59,84.78,25.0,32.19,33.38,34.43,29.22,Whole Year,Banana
33.58,54.94,70.99,10.17,6.79,70.31,15.22,16.33,66.37,17.3,12.66,Whole Year,Water Melon
29.33,50.29,60.96,9.69,6.7,81.41,12.21,19.44,59.9,20.66,12.9,Whole Year,Karbuja(Musk Melon)
31.4,79.38,156.56,8.56,6.72,74.34,25.0,30.42,35.01,34.57,27.48,Whole Year,Banana
27.72,73.48,169.79,8.16,6.49,85.36,23.18,26.88,36.13,36.99,25.45,Whole Year,Banana
30.17,73.12,140.6,11.47,6.73,78.78,18.46,22.17,51.62,26.21,19.12,Whole Year,Papaya
28.0,84.61,187.44,10.43,6.51,75.97,25.0,30.67,33.06,36.27,20.91,Kharif,Rice
28.1,56.23,68.86,8.29,6.97,78.05,25.0,30.43,40.79,28.78,23.45,Whole Year,Pomegranate
29.26,57.24,141.34,5.8,7.25,47.07,13.57,38.02,29.02,32.96,31.92,Kharif,Cotton
29.5,64.75,96.19,10.25,7.13,71.88,25.0,29.72,42.41,27.87,19.64,Whole Year,Pomegranate
27.64,62.05,98.94,9.48,6.86,77.18,19.62,31.73,43.92,24.35,21.71,Kharif,Maize
30.54,76.2,150.83,9.49,7.07,77.53,25.0,23.59,47.92,28.49,22.16,Whole Year,Papaya
30.37,53.16,43.29,11.96,6.68,75.9,9.22,20.39,62.95,16.66,17.46,Whole Year,Water Melon
27.9,52.75,85.93,10.12,7.08,79.45,25.0,26.57,43.36,30.07,22.09,Whole Year,Pomegranate
29.37,58.49,82.22,12.07,7.06,75.85,25.0,26.24,41.18,32.58,22.77,Whole Year,Pomegranate
30.17,50.75,61.96,12.45,6.33,65.21,6.22,20.02,58.43,21.55,15.87,Whole Year,Karbuja(Musk Melon)
28.18,64.92,120.06,7.35,6.61,76.57,23.47,29.6,42.31,28.09,19.03,Whole Year,Mango
21.9,66.23,100.18,6.05,6.65,65.61,19.48,30.2,42.57,27.23,20.8,Whole Year,Orange
21.29,65.18,74.05,9.19,5.8,46.92,9.92,26.45,47.24,26.31,15.66,Rabi,Beans
28.94,71.5,233.33,10.65,6.72,85.82,22.5,26.13,38.44,35.43,24.11,Whole Year,Banana
27.05,63.56,116.14,10.83,6.99,67.86,20.58,33.36,41.5,25.14,21.83,Kharif,Maize
26.55,53.34,59.58,8.79,6.97,55.18,16.01,25.55,51.06,23.39,18.07,Whole Year,Grapes
28.81,78.58,188.15,7.68,6.54,86.55,25.0,33.03,31.06,35.91,23.89,Whole Year,Banana
28.12,69.15,162.1,9.68,6.27,76.78,22.02,26.78,46.45,26.77,16.66,Whole Year,Papaya
30.86,75.93,167.69,10.24,6.67,76.49,21.82,33.09,36.06,30.85,22.06,Kharif,Rice
26.22,61.93,78.74,8.35,6.77,38.55,12.3,32.27,40.3,27.43,16.42,Kharif,Black Gram Dal(Urd Dal)
27.85,60.58,84.53,10.56,7.32,73.63,25.0,34.87,41.07,24.06,29.13,Whole Year,Pomegranate
24.43,62.6,151.82,8.14,7.13,63.07,16.15,41.8,26.16,32.04,33.08,Kharif,Cotton
29.59,56.56,96.99,9.14,7.09,81.97,25.0,29.41,40.08,30.51,19.16,Whole Year,Pomegranate
24.87,73.23,183.08,9.04,6.73,81.35,23.6,31.63,36.86,31.51,22.81,Kharif,Rice
28.7,59.5,150.51,10.03,7.18,59.83,14.87,39.62,25.91,34.47,31.98,Kharif,Cotton
33.89,48.95,52.17,9.79,6.46,71.13,16.37,20.27,59.79,19.94,12.93,Whole Year,Water Melon
27.39,62.79,144.07,9.67,7.35,70.31,15.53,38.97,28.61,32.42,30.89,Kharif,Cotton
29.04,76.65,163.72,8.07,6.65,73.63,24.88,34.26,32.84,32.9,23.54,Whole Year,Banana
25.57,53.79,73.12,9.83,6.74,60.36,15.83,22.84,53.04,24.12,15.44,Whole Year,Grapes
28.83,66.16,72.87,9.29,6.9,31.39,8.23,30.94,43.29,25.77,18.03,Kharif,Black Gram Dal(Urd Dal)
23.36,54.8,131.0,7.58,6.67,88.13,23.77,34.8,40.87,24.33,23.41,Kharif,Maize
33.83,49.98,43.64,10.11,6.38,78.29,8.78,16.99,63.07,19.94,8.59,Whole Year,Karbuja(Musk Melon)
27.46,67.58,50.65,8.4,6.85,33.92,15.91,30.59,42.08,27.33,17.71,Kharif,Black Gram Dal(Urd Dal)
28.87,59.95,81.75,10.05,7.47,87.49,25.0,32.51,42.7,24.79,21.29,Whole Year,Pomegranate
26.97,78.72,148.62,11.14,6.54,73.82,25.0,27.68,36.9,35.42,21.77,Kharif,Rice
27.93,65.7,73.17,8.77,6.71,27.55,10.96,25.32,45.84,28.84,18.11,Kharif,Black Gram Dal(Urd Dal)
29.94,59.48,108.77,6.27,6.96,64.01,25.0,31.17,41.46,27.37,25.59,Whole Year,Pomegranate
24.82,65.97,124.66,7.23,6.92,77.18,17.2,26.86,44.98,28.16,21.02,Whole Year,Orange
30.12,76.73,186.56,9.13,6.12,81.21,25.0,30.59,32.84,36.57,23.46,Kharif,Rice
31.51,58.91,117.6,9.03,6.48,69.27,16.06,28.66,46.45,24.89,17.87,Whole Year,Mango
25.14,55.95,57.08,10.44,6.77,61.56,11.89,26.92,49.39,23.69,18.14,Whole Year,Grapes
30.32,76.04,195.5,8.94,6.45,71.74,22.73,29.16,32.36,38.48,23.49,Kharif,Rice
27.35,60.1,130.25,9.14,6.84,71.97,7.97,36.15,37.99,25.86,18.06,Kharif,Maize
29.42,60.29,82.59,11.14,7.12,72.42,20.7,31.79,41.82,26.39,21.41,Whole Year,Pomegranate
26.42,73.08,157.25,6.96,6.33,79.94,21.77,28.63,34.88,36.49,25.02,Kharif,Rice
24.87,59.28,50.29,13.23,6.84,64.47,14.44,27.56,47.66,24.78,17.28,Whole Year,Grapes
27.54,44.94,45.2,9.71,6.82,56.84,7.53,15.58,66.03,18.39,16.57,Whole Year,Karbuja(Musk Melon)
26.28,84.49,160.21,9.1,6.47,85.95,16.03,30.41,36.41,33.18,21.35,Kharif,Rice
27.74,58.46,114.21,10.32,6.3,70.06,17.93,33.89,41.0,25.11,21.98,Kharif,Maize
27.97,54.49,70.12,8.55,6.61,48.67,13.5,21.11,52.17,26.72,18.33,Whole Year,Grapes
26.99,55.58,124.3,8.9,6.57,87.15,19.83,40.99,34.95,24.06,20.33,Kharif,Maize
28.94,44.05,69.03,12.67,6.8,73.79,13.15,17.46,64.73,17.81,13.84,Whole Year,Water Melon
25.9,59.69,112.79,8.79,6.83,74.7,20.02,34.68,37.61,27.71,23.68,Kharif,Maize
25.43,76.26,160.53,8.02,6.92,82.3,24.18,34.63,33.14,32.23,27.5,Kharif,Rice
32.86,57.78,95.62,10.73,6.65,72.69,17.73,27.49,45.68,26.83,16.77,Whole Year,Mango
26.42,60.1,156.35,8.42,6.71,58.23,12.15,39.05,28.34,32.61,36.77,Kharif,Cotton
26.5,63.2,130.67,10.74,6.86,77.28,25.0,38.19,35.97,25.84,19.74,Kharif,Maize
30.51,58.7,128.99,7.81,6.72,73.05,22.5,30.61,44.36,25.03,21.85,Whole Year,Mango
23.99,52.01,61.45,11.98,6.75,69.43,17.04,23.69,52.54,23.77,21.02,Whole Year,Grapes
29.16,53.87,114.49,7.73,6.44,77.39,24.08,32.76,44.12,23.12,18.01,Whole Year,Mango
25.17,53.57,82.26,11.13,6.96,58.05,17.3,26.88,47.66,25.46,17.27,Whole Year,Grapes
26.17,67.32,75.79,7.95,6.79,37.94,10.72,34.43,42.35,23.22,16.8,Kharif,Black Gram Dal(Urd Dal)
26.06,57.86,67.67,10.52,6.99,64.83,14.77,29.01,45.63,25.36,16.73,Whole Year,Grapes
27.89,52.23,70.44,9.57,6.7,54.46,16.14,24.55,50.35,25.1,19.3,Whole Year,Grapes
24.89,51.01,132.27,9.12,6.72,53.68,16.29,38.46,30.03,31.51,29.61,Kharif,Cotton
31.44,62.91,118.76,10.18,6.6,74.19,22.76,32.78,46.22,21.0,17.75,Whole Year,Mango
27.46,57.33,82.36,11.23,7.21,74.91,21.25,31.64,42.96,25.4,21.51,Whole Year,Pomegranate
27.98,75.12,183.51,7.41,6.72,88.9,25.0,23.76,38.35,37.89,20.8,Whole Year,Banana
30.02,45.34,47.77,12.7,6.87,86.55,16.48,20.23,58.72,21.05,12.21,Whole Year,Karbuja(Musk Melon)
25.1,62.32,96.67,10.25,6.67,96.59,14.36,39.34,40.8,19.86,21.31,Kharif,Maize
21.22,59.1,78.21,7.42,6.47,39.0,14.57,27.81,43.7,28.49,14.05,Rabi,Beans
30.03,72.73,165.06,7.48,6.63,87.11,23.72,28.8,37.85,33.35,22.95,Kharif,Rice
21.58,58.72,104.58,7.7,6.57,32.55,17.05,25.34,45.05,29.61,16.73,Rabi,Beans
